"database_id","scientificName","family","subfamily","genus","subgenus","subspecies","species","specificEpithet","infraspecificEpithet","acceptedNameUsage","taxonRank","scientificNameAuthorship","identificationQualifier","higherClassification","identificationReferences","typeStatus","previousIdentifications","verbatimIdentification","identifiedBy","dateIdentified","decimalLatitude","decimalLongitude","stateProvince","continent","locality","island","county","municipality","level0Gid","level0Name","level1Gid","level1Name","license","issue","eventDate","eventTime","day","month","year","basisOfRecord","country","type","occurrenceStatus","recordNumber","recordedBy","eventID","Location","samplingProtocol","samplingEffort","individualCount","organismQuantity","coordinatePrecision","coordinateUncertaintyInMeters","spatiallyValid","catalogNumber","gbifID","datasetID","institutionCode","datasetName","otherCatalogNumbers","occurrenceID","taxonKey","coreid","recordId","collectionID","verbatimScientificName","verbatimEventDate","associatedTaxa","associatedOrganisms","fieldNotes","sex","rights","rightsHolder","accessRights","associatedReferences","bibliographicCitation","references","informationWithheld","isDuplicateOf","hasCoordinate","hasGeospatialIssues","assertions","occurrenceYear","id","duplicateStatus","associatedOccurrences","locationRemarks","dataSource","verbatim_scientificName","countryCO","country_suggested","countryCode","iso_a3","countryMatch"
"Paige_data_2098083","Perdita octomaculata (Say, 1824)","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita octomaculata","octomaculata",NA,NA,"SPECIES","(Say, 1824)",NA,NA,NA,NA,NA,NA,"unknown",NA,39.033,-95.31396,"Kansas","NORTH_AMERICA","Lawrence, 6 mi NW",NA,"Douglas",NA,"USA","United States","USA.17_1","Kansas","CC_BY_4_0","GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY","1979/09/09 00:00:00",NA,9,9,1979,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"Michener, Charles",NA,NA,NA,NA,NA,NA,NA,NA,NA,"224486",658181176,NA,"KU","Snow Entomological Museum Collection",NA,"36f915c9-1ed6-11e3-bfac-90b11c41863e",1356526,NA,NA,NA,"Perdita octomaculata (Say, 1824)",NA,"Solidago canadensis",NA,NA,NA,NA,NA,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms",NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Andrenidae",NA,"United States of America",NA,NA,"USA","exact"
"Paige_data_2097798","Perdita octomaculata (Say, 1824)","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita octomaculata","octomaculata",NA,NA,"SPECIES","(Say, 1824)",NA,NA,NA,NA,NA,NA,NA,NA,44.07,-83.89,"Michigan","NORTH_AMERICA","unknown",NA,"Arenac",NA,"USA","United States","USA.23_1","Michigan","CC_BY_NC_4_0","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_NONE","1951/08/11 00:00:00",NA,11,8,1951,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"Dreisbach, R.R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"UMMZI-99233",3009124320,NA,"UMMZ",NA,NA,"06d5e417-1941-445f-9595-96e60037d422",1356526,NA,NA,NA,"Perdita octomaculata (Say, 1824)",NA,NA,NA,NA,"FEMALE",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,"County Centroid","GBIF_Andrenidae",NA,"United States of America",NA,NA,"USA","exact"
"Paige_data_2098138","Perdita octomaculata (Say, 1824)","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita octomaculata","octomaculata",NA,NA,"SPECIES","(Say, 1824)",NA,NA,NA,NA,NA,NA,"Sam Droege","2007-01-01T00:00:00",38.2034,-75.1542,"Maryland",NA,NA,NA,"Worcester","Assateague Islandand.","USA","United States","USA.21_1","Maryland","CC0_1_0","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE","2006/09/19 00:00:00",NA,19,9,2006,"PRESERVED_SPECIMEN","United states",NA,"PRESENT",NA,"Sam Droege","USGS_DRO4542",NA,"trapType:hand net; trapCount:; trapVolume:; trapColor:; trapLiquid:",NA,NA,NA,NA,25000,NA,"SamplingEventNumber:USGS_DRO4542 | SpecimenNumber:USGS_DRO065266",1456541296,NA,"BISON","USGS PWRC - Native Bee Inventory and Monitoring Lab (BIML)",NA,"USGS_DRO065266",1356526,NA,NA,"https://bison.usgs.gov/ipt/resource?r=usgs-pwrc-biml","Perdita octomaculata (Say, 1824)","StartDateTime:20060919xxxxxx; EndDateTime:20060919xxxxxx",NA,NA,"""Collected around the National Park lands on the island, 70's, sunny, collected off of some early goldenrod blooms, bacharris or iva shrub, thoroughwort, and gerardia, in general few bees apparent""","FEMALE",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,"Unique",NA,NA,"GBIF_Andrenidae",NA,"United States of America",NA,NA,"USA","exact"
"Dorey_data_9557611","Agapostemon tyleri Cockerell, 1917","Halictidae","Halictinae","Agapostemon",NA,NA,"Agapostemon tyleri","tyleri",NA,NA,NA,"Cockerell, 1917",NA,"Animalia;Arthropoda;Halictidae;Halictinae;Halictini",NA,"None",NA,NA,"J. S. Ascher","2007",31.5928,-109.0673,"Arizona",NA,"Skeleton Canyon, Peloncillo Mountains",NA,"Cochise",NA,NA,NA,NA,NA,NA,NA,"1967/08/21 00:00:00",NA,21,8,1967,"PreservedSpecimen","United states",NA,NA,NA,"J. G. Rozen, G. Krueger",NA,NA,"Netting",NA,1,NA,NA,NA,NA,"AMNH_BEE 00038588",NA,"urn:uuid:13674fa4-8611-11e4-8259-0026552be7ea","AMNH","Collaborative databasing of North American bee collections within a global informatics network project",NA,"urn:uuid:83b3be66-d8e1-11e2-99a2-0026552be7ea",NA,"8961d855-bdee-4f35-a50c-52cfe4c07959",NA,NA,"Agapostemon tyleri Cockerell, 1917",NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unique",NA,NA,"iDigBio_halictidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_9871491","Agapostemon tyleri Cockerell, 1917","Halictidae","Halictinae","Agapostemon",NA,NA,"Agapostemon tyleri","tyleri",NA,NA,NA,"Cockerell, 1917",NA,"Animalia;Arthropoda;Halictidae;Halictinae;Halictini",NA,"None",NA,NA,"R. B. Roberts","1967",31.981,-109.171,"Arizona",NA,"5 mi N of Portal",NA,"Cochise",NA,NA,NA,NA,NA,NA,NA,"1957/06/30 00:00:00",NA,30,6,1957,"PreservedSpecimen","United states",NA,NA,NA,"S. Plimpton",NA,NA,"Netting",NA,1,NA,NA,NA,NA,"AMNH_BEE 00178198",NA,"urn:uuid:13674fa4-8611-11e4-8259-0026552be7ea","AMNH","Collaborative databasing of North American bee collections within a global informatics network project",NA,"urn:uuid:85c7bc02-d8e1-11e2-99a2-0026552be7ea",NA,"acb0994f-2cc0-45e2-b454-71b5eb2c4591",NA,NA,"Agapostemon tyleri Cockerell, 1917",NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unique",NA,NA,"iDigBio_halictidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_10138628","Perdita octomaculata (Say, 1824)","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita octomaculata","octomaculata",NA,NA,NA,"(Say, 1824)",NA,NA,NA,NA,NA,NA,"unknown",NA,39.033,-95.31396,"Kansas","Nearctic","Lawrence, 6 mi NW",NA,"Douglas",NA,NA,NA,NA,NA,NA,NA,"1979/09/09 00:00:00",NA,9,9,1979,"PreservedSpecimen","United states",NA,NA,NA,"Michener, Charles",NA,NA,NA,NA,NA,NA,NA,NA,NA,"224499",NA,NA,"KU","Snow Entomological Museum Collection",NA,"1b30d2cc-1ed6-11e3-bfac-90b11c41863e",NA,"739c1cc6-27ea-4038-84a5-361559097569",NA,NA,"Perdita octomaculata (Say, 1824)",NA,"Solidago canadensis",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unique",NA,NA,"iDigBio_andrenidae",NA,"United states",NA,NA,"USA","exact"
"Paige_data_2098308","Perdita octomaculata (Say, 1824)","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita octomaculata","octomaculata",NA,NA,NA,"(Say, 1824)",NA,"Animalia;Arthropoda;Andrenidae;Panurginae;Panurgini",NA,"None",NA,NA,NA,NA,43.63527,-71.50472,"New Hampshire",NA,"Meredith",NA,"Belknap",NA,NA,NA,NA,NA,NA,NA,"1966/08/18 00:00:00",NA,18,8,1966,"PreservedSpecimen","United states",NA,NA,NA,"R. A. Morse",NA,NA,"Malaise Trap",NA,1,NA,NA,NA,NA,"CUIC_ENT 00030745",NA,"urn:uuid:13674fa4-8611-11e4-8259-0026552be7ea","CUIC","Collaborative databasing of North American bee collections within a global informatics network project",NA,"urn:uuid:8810ae9c-d8e1-11e2-99a2-0026552be7ea",NA,"5ec1dafd-ce63-4b47-84ce-e331b7716284",NA,NA,"Perdita octomaculata (Say, 1824)",NA,NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unique",NA,NA,"iDigBio_andrenidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_10197730","Perdita octomaculata (Say, 1824)","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita octomaculata","octomaculata",NA,NA,NA,"(Say, 1824)",NA,"Animalia;Arthropoda;Andrenidae;Panurginae;Panurgini",NA,"None",NA,NA,"J. S. Ascher","2013",42.79722,-73.82889,"New York",NA,"Vischer Ferry",NA,"Saratoga",NA,NA,NA,NA,NA,NA,NA,"1982/08/06 00:00:00",NA,6,8,1982,"PreservedSpecimen","United states",NA,NA,NA,"J. G. Rozen",NA,NA,"Netting",NA,1,NA,NA,NA,NA,"AMNH_BEE 00266788",NA,"urn:uuid:13674fa4-8611-11e4-8259-0026552be7ea","AMNH","Collaborative databasing of North American bee collections within a global informatics network project",NA,"urn:uuid:1075c81a-40e0-11e3-935e-0026552be7ea",NA,"f9466fb6-b7b4-4492-b936-223d8ab5219d",NA,NA,"Perdita octomaculata (Say, 1824)",NA,NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unique",NA,NA,"iDigBio_andrenidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_11224551","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,"Animalia;Arthropoda;Apidae;Apinae;Centridini",NA,"None",NA,NA,"J. S. Ascher","2008",32.57611,-111.325,"Arizona",NA,"Red Rock",NA,"Pinal",NA,NA,NA,NA,NA,NA,NA,"2008/08/18 00:00:00",NA,18,8,2008,"PreservedSpecimen","United states",NA,NA,NA,"J. G. Rozen, M. A. Rozen",NA,NA,"Netting",NA,1,NA,NA,NA,NA,"AMNH_BEE 00056414",NA,"urn:uuid:13674fa4-8611-11e4-8259-0026552be7ea","AMNH","Collaborative databasing of North American bee collections within a global informatics network project",NA,"urn:uuid:843238ae-d8e1-11e2-99a2-0026552be7ea",NA,"a3c5f0bf-a552-440b-a2b0-c243b0f66145",NA,NA,"Centris rhodopus Cockerell, 1897",NA,NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unique",NA,NA,"iDigBio_apidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_12320595","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,"Minckley, Robert","1995",37.15,-114.0333333,"Utah",NA,"Lytle Ranch Preserve, NW, Beaver Dam Wash",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,"1994/05/21 00:00:00",NA,21,5,1994,"PreservedSpecimen","United states",NA,NA,NA,"Kervin, L",NA,NA,NA,NA,NA,NA,NA,NA,NA,"559535",NA,NA,"KU",NA,NA,"19508061-1ed6-11e3-bfac-90b11c41863e",NA,NA,"urn:uuid:cffbbcbc-378f-4d06-8956-0fc9267b879d","c45886f1-3524-42f4-a113-4e4e193505a8","Centris rhodopus Cockerell, 1897","1994-5-21","Larrea tridentata",NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/","The University of Kansas Natural History Museum",NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=15399931",NA,NA,NA,NA,NA,NA,"15399931","Unique",NA,NA,"SCAN_Apidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_12387492","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,"Snelling, Roy","1951",40.90611,-124.1107,"California",NA,"Essex, 5 mi W",NA,"San Bernardino",NA,NA,NA,NA,NA,NA,NA,"1952/06/30 00:00:00",NA,30,6,1952,"PreservedSpecimen","United states",NA,NA,NA,"Beamer, LaBerge, Liang",NA,NA,NA,NA,NA,NA,NA,NA,NA,"559401",NA,NA,"KU",NA,NA,"3c33260b-1ed6-11e3-bfac-90b11c41863e",NA,NA,"urn:uuid:c25d0683-8015-47a9-9988-5e9aa048b805","c45886f1-3524-42f4-a113-4e4e193505a8","Centris rhodopus Cockerell, 1897","1952-6-30",NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/","The University of Kansas Natural History Museum",NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=15975728",NA,NA,NA,NA,NA,NA,"15975728","Unique",NA,NA,"SCAN_Apidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_13926917","Perdita octomaculata (Say, 1824)","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita octomaculata","octomaculata",NA,NA,NA,"(Say, 1824)",NA,NA,NA,NA,NA,NA,"unknown",NA,39.033,-95.31396,"Kansas",NA,"Lawrence, 6 mi NW",NA,"Douglas",NA,NA,NA,NA,NA,NA,NA,"1979/09/09 00:00:00",NA,9,9,1979,"PreservedSpecimen","United states",NA,NA,NA,"Michener, Charles",NA,NA,NA,NA,NA,NA,NA,NA,NA,"224495",NA,NA,"KU",NA,NA,"36761b9e-1ed6-11e3-bfac-90b11c41863e",NA,NA,"urn:uuid:c76a6551-0333-4c24-8e2b-d1205125fa79","c45886f1-3524-42f4-a113-4e4e193505a8","Perdita octomaculata (Say, 1824)","1979-9-9","Solidago canadensis",NA,NA,"unknown","http://creativecommons.org/publicdomain/zero/1.0/","The University of Kansas Natural History Museum",NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=15886913",NA,NA,NA,NA,NA,NA,"15886913","Unique",NA,NA,"SCAN_Andrenidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_14284627","Perdita octomaculata (Say, 1824)","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita octomaculata","octomaculata",NA,NA,NA,"(Say, 1824)",NA,NA,NA,"None",NA,NA,"J. S. Ascher","2007",41.90907,-72.79259,"Connecticut",NA,"Simsbury, 1519 Hopmeadow Rd., front dune",NA,"Hartford",NA,NA,NA,NA,NA,NA,NA,"2007/09/11 00:00:00",NA,11,9,2007,"PreservedSpecimen","United states",NA,NA,NA,"A. Bouchard, D. L. Wagner et al.",NA,NA,"Pitfall Trap Single",NA,1,NA,NA,NA,NA,"UCMS_ENT 00026972",NA,NA,"UCMS",NA,NA,"urn:uuid:83cada60-d8e1-11e2-99a2-0026552be7ea",NA,NA,"urn:uuid:44adf881-fb81-43e2-bd29-d77aa50830e1","ca77c4c3-1d79-4dbc-a95e-81f944ec8518","Perdita octomaculata (Say, 1824)","9/11/07",NA,NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/","American Museum of Natural History",NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=56757553",NA,NA,NA,NA,NA,NA,"56757553","Unique",NA,NA,"SCAN_Andrenidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_14335571","Perdita octomaculata (Say, 1824)","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita octomaculata","octomaculata",NA,NA,NA,"(Say, 1824)",NA,NA,NA,"None",NA,NA,NA,NA,42.4195,-76.5731,"New York",NA,"Enfield, Teeter Rd.",NA,"Tompkins",NA,NA,NA,NA,NA,NA,NA,"1975/08/13 00:00:00",NA,13,8,1975,"PreservedSpecimen","United states",NA,NA,NA,"H. Ginsberg",NA,NA,"Netting",NA,1,NA,NA,NA,NA,"CUIC_ENT 00030001",NA,NA,"CUIC",NA,NA,"urn:uuid:87e1c528-d8e1-11e2-99a2-0026552be7ea",NA,NA,"urn:uuid:572d961b-8ddf-49e8-a92f-d883db0f1a7a","ca77c4c3-1d79-4dbc-a95e-81f944ec8518","Perdita octomaculata (Say, 1824)","8/13/75",NA,NA,NA,"Female","http://creativecommons.org/licenses/by-nc/4.0/","American Museum of Natural History",NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57004937",NA,NA,NA,NA,NA,NA,"57004937","Unique",NA,NA,"SCAN_Andrenidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_14336865","Perdita octomaculata (Say, 1824)","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita octomaculata","octomaculata",NA,NA,NA,"(Say, 1824)",NA,NA,NA,"None",NA,NA,"G. C. Eickwort",NA,40.9301,-73.4614,"New York",NA,"Caumsett State Park, Queens College Science Center, Lloyd Neck",NA,"Suffolk",NA,NA,NA,NA,NA,NA,NA,"1977/08/21 00:00:00",NA,21,8,1977,"PreservedSpecimen","United states",NA,NA,NA,"G. C. Eickwort",NA,NA,"Netting",NA,1,NA,NA,NA,NA,"CUIC_ENT 00030619",NA,NA,"CUIC",NA,NA,"urn:uuid:880564f6-d8e1-11e2-99a2-0026552be7ea",NA,NA,"urn:uuid:5bb65bd2-8bd0-4e90-9da9-682451480d6d","ca77c4c3-1d79-4dbc-a95e-81f944ec8518","Perdita octomaculata (Say, 1824)","8/21/77",NA,NA,NA,"Female","http://creativecommons.org/licenses/by-nc/4.0/","American Museum of Natural History",NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57009353",NA,NA,NA,NA,NA,NA,"57009353","Unique",NA,NA,"SCAN_Andrenidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_14345268","Perdita octomaculata (Say, 1824)","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita octomaculata","octomaculata",NA,NA,NA,"(Say, 1824)",NA,NA,NA,"None",NA,NA,"J. S. Ascher","2013",42.79722,-73.82889,"New York",NA,"Vischer Ferry",NA,"Saratoga",NA,NA,NA,NA,NA,NA,NA,"1982/08/06 00:00:00",NA,6,8,1982,"PreservedSpecimen","United states",NA,NA,NA,"J. G. Rozen",NA,NA,"Netting",NA,1,NA,NA,NA,NA,"AMNH_BEE 00266793",NA,NA,"AMNH",NA,NA,"urn:uuid:10858462-40e0-11e3-935e-0026552be7ea",NA,NA,"urn:uuid:b1bfba34-7a90-4bbe-9a6f-e3d31c66aedf","ca77c4c3-1d79-4dbc-a95e-81f944ec8518","Perdita octomaculata (Say, 1824)","8/6/82",NA,NA,NA,"Female","http://creativecommons.org/licenses/by-nc/4.0/","American Museum of Natural History",NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=56689395",NA,NA,NA,NA,NA,NA,"56689395","Unique",NA,NA,"SCAN_Andrenidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_15571704","Agapostemon tyleri Cockerell, 1917","Halictidae","Halictinae","Agapostemon",NA,NA,"Agapostemon tyleri","tyleri",NA,NA,NA,"Cockerell, 1917",NA,NA,NA,NA,NA,NA,"Roberts, R","1967",31.34444,-109.5447,"Arizona",NA,"Douglas",NA,"Cochise",NA,NA,NA,NA,NA,NA,NA,"1962/07/22 00:00:00",NA,22,7,1962,"PreservedSpecimen","United states",NA,NA,NA,"Cazier, Mont",NA,NA,NA,NA,NA,NA,NA,NA,NA,"438556",NA,NA,"KU",NA,NA,"3dc5a981-1ed6-11e3-bfac-90b11c41863e",NA,NA,"urn:uuid:99042ded-f2d5-458b-a527-27f22a58e78b","c45886f1-3524-42f4-a113-4e4e193505a8","Agapostemon tyleri Cockerell, 1917","1962-7-22","Mentzelia pumila",NA,NA,"M","http://creativecommons.org/publicdomain/zero/1.0/","The University of Kansas Natural History Museum",NA,NA,NA,"https://scan-bugs.org:443/portal/collections/individual/index.php?occid=16001905",NA,NA,NA,NA,NA,NA,"16001905","Unique",NA,NA,"SCAN_Halictidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_17002494","Perdita octomaculata (Say, 1824)","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita octomaculata","octomaculata",NA,NA,NA,"(Say, 1824)",NA,NA,NA,NA,NA,NA,"Sam Droege","3/15/200",38.499,-75.4841,"Delaware",NA,NA,NA,"Sussex","Vincent home",NA,NA,NA,NA,NA,NA,"2007/08/29 00:00:00","20080116163607",29,8,2007,NA,"United states",NA,NA,NA,"Ben Cramer","USGS_DRO5256","Bowls","Technique used: pan trap|Bowls full upon collection: 15|Sampling Bowl/trap size: bowl 3.25oz|Trap colour: in field note|Trap liquid: soap dawn",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,"USGS_DRO103183",NA,NA,"USGS_DRO103183",NA,"Perdita octomaculata (Say, 1824)",NA,NA,NA,"field_note: 5 blue, 5 yellow, 5 white, 100 meter distance, colors randomized|note: Pumpkin|DateEntered: 1/27/2017 9:35:36|DateScanned: 4/1/2008|ipAddress: 167.21.1.240|time1: 2007-08-29 11:40:00|time2: 2007-08-30 12:30:00","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS_DRO103183","Unique",NA,NA,"USGS_data",NA,"United states",NA,NA,"USA","exact"
"CAES_data_6070","Perdita octomaculata (Say, 1824)","Andrenidae","Panurginae","Perdita",NA,NA,"Perdita octomaculata","octomaculata",NA,NA,NA,"(Say, 1824)",NA,NA,NA,NA,"Tribe: Panurgini",NA,"T. Zarrillo","2012",41.56056,-71.87389,"Connecticut",NA,"Griswold, 190 Sheldon Road (2011)",NA,"New London",NA,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc-sa/4.0/",NA,"2011/10/03 00:00:00",NA,3,10,2011,NA,"United states",NA,NA,NA,"Robert Durgy",NA,NA,"Pan Trap",NA,1,NA,NA,NA,NA,"UCMS_ENT 00047906",NA,"CAES","CAES","Connecticut Agricultural Experiment Station","STONER_GRISWOLD_2011",NA,NA,NA,NA,NA,"Perdita octomaculata (Say, 1824)",NA,NA,NA,"Sampling period: 40819 to 40833|Macro_Habitat: Agricultural|Preservation_method: Pinned","Adult Female",NA,NA,NA,NA,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",NA,NA,NA,NA,NA,NA,NA,NA,"Unique",NA,NA,"CAES_Anthophila",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_9857874","Agapostemon tyleri Cockerell, 1917","Halictidae","Halictinae","Agapostemon",NA,NA,"Agapostemon tyleri","tyleri",NA,"Agapostemon tyleri","species","Cockerell, 1917",NA,"Animalia; Arthropoda; Insecta; Hymenoptera; Halictidae; Agapostemon",NA,"NO APLICA",NA,NA,"L. Ramírez-Freire",NA,25.0695555,-100.7186111,"NUEVO LEON",NA,"La Hediondilla",NA,"GALEANA",NA,NA,NA,NA,NA,NA,NA,"2013/07/28 00:00:00",NA,28,7,2013,"PreservedSpecimen","Mexico",NA,NA,NA,"L. Ramírez-Freire; C. Velazco M.",NA,NA,NA,NA,23,NA,NA,NA,NA,"UANL-APO-554",NA,"1103be8170131e7d6ba999968e66f765","FCB-UANL","Abejas silvestres (Hymenoptera: Apoidea) de la región Praderas de Tokio-El Potosí - Sierra Mazmorras - Cañón de Iturbide, Coahuila y Nuevo León, México",NA,"urn:catalog:FCB-UANL:UANL:UANL-APO-554:1103be8170131e7d6ba999968e66f765",NA,"a1ef7801-d1bd-4037-bc74-0d2fb30ac753",NA,"191","Agapostemon tyleri Cockerell, 1917",NA,NA,NA,NA,"23 hembras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unique",NA,NA,"iDigBio_halictidae",NA,"Mexico","Mexico","MX","MEX","exact"
"Dorey_data_10991357","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,"R.R. Snelling","1994",34.032047,-114.2588,"Arizona",NA,"8 mi. SE of Parker",NA,"La Paz County",NA,NA,NA,NA,NA,NA,NA,"1966/05/04 00:00:00",NA,4,5,1966,"PreservedSpecimen","United states",NA,NA,NA,"M. Jay; J.M. Davidson",NA,NA,NA,NA,NA,NA,NA,3000,NA,"ASUHIC0084176",NA,NA,"ASU",NA,NA,"748c0310-f6db-4ba0-9d1b-f119a49ff5e2",NA,"edc23381-5cf5-4fad-83c0-bbae2520a6fd","urn:uuid:748c0310-f6db-4ba0-9d1b-f119a49ff5e2","98d9b8ed-08d6-47fc-b324-2853e44d75d1","Centris rhodopus Cockerell, 1897","1966-5-4",NA,NA,NA,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unique",NA,NA,"iDigBio_apidae",NA,"United states",NA,NA,"USA","exact"
"Dorey_data_11383982","Centris rhodopus Cockerell, 1897","Apidae","Apinae","Centris",NA,NA,"Centris rhodopus","rhodopus",NA,NA,NA,"Cockerell, 1897",NA,NA,NA,NA,NA,NA,"R.R. Snelling","1994",30.980685,-114.815716,"Baja California",NA,"4 mi. S of San Felipe",NA,NA,"Mexicali Municipality",NA,NA,NA,NA,NA,NA,"1968/06/08 00:00:00",NA,8,6,1968,"PreservedSpecimen","Mexico",NA,NA,NA,"N. Leppla; J. Bigelow, Mont A. Cazier, J. Davidson, M. Bentzien, W. Fox, S. Williams",NA,NA,NA,NA,NA,NA,NA,1500,NA,"ASUHIC0084229",NA,NA,"ASU",NA,NA,"22dba931-f06c-4f32-9590-62305b5cfcd3",NA,"74b04516-9164-49b4-93c4-71be1a93cb12","urn:uuid:22dba931-f06c-4f32-9590-62305b5cfcd3","98d9b8ed-08d6-47fc-b324-2853e44d75d1","Centris rhodopus Cockerell, 1897","1968-6-8",NA,NA,NA,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unique",NA,NA,"iDigBio_apidae",NA,"Mexico","Mexico","MX","MEX","exact"
